# HOMER Peaks
# Peak finding parameters:
# tag directory = USF2_tags/
#
# total peaks = 20375
# peak size = 318
# peaks found using tags on both strands
# minimum distance between peaks = 636
# fragment length = 150
# genome size = 2000000000
# Total tags = 15985705.0
# Total tags in peaks = 1288648.0
# Approximate IP efficiency = 8.06%
# tags per bp = 0.007993
# expected tags per peak = 2.542
# maximum tags considered per bp = 1.0
# effective number of tags used for normalization = 10000000.0
# Peaks have been centered at maximum tag pile-up
# FDR rate threshold = 0.001000000
# FDR effective poisson threshold = 2.845597e-06
# FDR tag threshold = 13.0
# number of putative peaks = 40570
#
# input tag directory = INPUT_tags/
# Fold over input required = 4.00
# Poisson p-value over input required = 1.00e-04
# Putative peaks filtered by input = 18904
#
# size of region used for local filtering = 10000
# Fold over local region required = 4.00
# Poisson p-value over local region required = 1.00e-04
# Putative peaks filtered by local signal = 1291
#
# Maximum fold under expected unique positions for tags = 2.00
# Putative peaks filtered for being too clonal = 0
#
# cmd = findPeaks USF2_tags/ -style factor -i INPUT_tags/ -o USF2_peaks.txt
#
# Column Headers:
#PeakID	chr	start	end	strand	Normalized Tag Count	focus ratio	findPeaks Score	Total Tags	Control Tags (normalized to IP Experiment)	Fold Change vs Control	p-value vs Control	Fold Change vs Local	p-value vs Local	Clonal Fold Change
chr22-517	chr22	45473704	45474022	+	12.5	0.741	20.000000	20.0	3.6	5.59	1.64e-09	9.09	3.60e-13	0.97
chr22-519	chr22	46608833	46609151	+	12.5	0.692	20.000000	20.0	2.6	7.82	5.15e-12	6.41	1.63e-10	0.97
chr22-464	chr22	48692580	48692898	+	12.5	0.750	22.000000	20.0	4.6	4.35	9.53e-08	6.21	2.76e-10	0.97
chr22-465	chr22	50115826	50116144	+	12.5	0.958	22.000000	20.0	3.6	5.59	1.64e-09	10.32	3.63e-14	0.97
chrX-249	chrX	12950202	12950520	+	12.5	0.833	21.000000	20.0	0.5	39.12	3.67e-25	9.23	2.75e-13	0.97
chrX-240	chrX	40548375	40548693	+	12.5	0.917	22.000000	20.0	1.0	19.56	2.42e-19	22.55	1.53e-20	0.97
chrX-243	chrX	47961804	47962122	+	12.5	0.833	22.000000	20.0	1.5	13.04	4.96e-16	20.30	1.14e-19	0.97
chrX-264	chrX	68498808	68499126	+	12.5	0.667	20.000000	20.0	4.6	4.35	9.53e-08	6.48	1.36e-10	0.97
chrX-259	chrX	107118698	107119016	+	12.5	0.778	21.000000	20.0	3.6	5.59	1.64e-09	19.64	2.24e-19	0.97
chrX-246	chrX	129231196	129231514	+	12.5	0.840	22.000000	20.0	2.0	9.78	9.64e-14	15.61	1.72e-17	0.97
chrX-268	chrX	134183725	134184043	+	12.5	0.905	20.000000	20.0	0.5	39.12	3.67e-25	22.55	1.53e-20	0.97
chrX-261	chrX	153407691	153408009	+	12.5	0.833	21.000000	20.0	3.1	6.52	1.22e-10	16.91	3.81e-18	0.97
chr1_KI270713v1_random-2	chr1_KI270713v1_random	13849	14167	+	12.5	0.870	20.000000	20.0	1.5	13.04	4.96e-16	12.96	5.59e-16	0.97
chr1-1551	chr1	1979491	1979809	+	11.9	0.516	21.000000	19.0	3.1	6.19	8.00e-10	7.42	4.21e-11	0.97
chr1-1663	chr1	3139247	3139565	+	11.9	0.667	20.000000	19.0	4.6	4.13	4.20e-07	8.26	6.90e-12	0.97
chr1-1666	chr1	6743335	6743653	+	11.9	0.952	20.000000	19.0	2.6	7.43	4.06e-11	11.81	1.51e-14	0.97
chr1-1667	chr1	8668222	8668540	+	11.9	0.731	20.000000	19.0	4.1	4.65	7.23e-08	4.86	3.62e-08	0.97
chr1-1784	chr1	9315396	9315714	+	11.9	0.857	19.000000	19.0	2.0	9.29	9.47e-13	12.31	7.28e-15	0.97
chr1-1787	chr1	10848242	10848560	+	11.9	0.850	19.000000	19.0	3.1	6.19	8.00e-10	11.34	3.03e-14	0.97
chr1-1671	chr1	15809778	15810096	+	11.9	0.818	20.000000	19.0	3.6	5.31	9.25e-09	11.12	4.25e-14	0.97
chr1-1484	chr1	16513901	16514219	+	11.9	0.889	22.000000	19.0	2.0	9.29	9.47e-13	9.04	1.51e-12	0.97
chr1-1675	chr1	20624750	20625068	+	11.9	0.833	20.000000	19.0	2.0	9.29	9.47e-13	15.22	1.70e-16	0.97
chr1-1677	chr1	21776089	21776407	+	11.9	0.773	20.000000	19.0	2.6	7.43	4.06e-11	9.04	1.51e-12	0.97
chr1-1800	chr1	23019212	23019530	+	11.9	0.840	19.000000	19.0	3.1	6.19	8.00e-10	6.65	2.53e-10	0.97
chr1-1679	chr1	23937410	23937728	+	11.9	0.952	20.000000	19.0	1.0	18.58	4.76e-18	13.77	1.00e-15	0.97
chr1-1579	chr1	25007440	25007758	+	11.9	0.840	21.000000	19.0	4.1	4.65	7.23e-08	6.15	8.88e-10	0.97
chr1-1680	chr1	25950128	25950446	+	11.9	0.905	20.000000	19.0	2.0	9.29	9.47e-13	12.05	1.05e-14	0.97
chr1-1809	chr1	29488944	29489262	+	11.9	0.857	19.000000	19.0	2.6	7.43	4.06e-11	11.57	2.15e-14	0.97
chr1-1811	chr1	31592196	31592514	+	11.9	0.905	19.000000	19.0	3.1	6.19	8.00e-10	7.61	2.73e-11	0.97
chr1-1687	chr1	35162268	35162586	+	11.9	0.880	20.000000	19.0	4.6	4.13	4.20e-07	14.83	2.69e-16	0.97
chr1-1815	chr1	36337429	36337747	+	11.9	0.680	19.000000	19.0	3.6	5.31	9.25e-09	10.52	1.12e-13	0.97
chr1-1816	chr1	36975686	36976004	+	11.9	0.818	19.000000	19.0	2.0	9.29	9.47e-13	12.58	4.99e-15	0.97
chr1-1586	chr1	37262480	37262798	+	11.9	0.792	21.000000	19.0	1.0	18.58	4.76e-18	9.18	1.16e-12	0.97
chr1-1690	chr1	38598948	38599266	+	11.9	0.864	20.000000	19.0	3.6	5.31	9.25e-09	7.71	2.19e-11	0.97
chr1-1819	chr1	40679548	40679866	+	11.9	0.850	19.000000	19.0	2.6	7.43	4.06e-11	11.81	1.51e-14	0.97
chr1-1820	chr1	41397029	41397347	+	11.9	0.880	19.000000	19.0	0.3	74.33	3.53e-29	11.57	2.15e-14	0.97
chr1-1701	chr1	47884053	47884371	+	11.9	0.909	20.000000	19.0	3.1	6.19	8.00e-10	7.82	1.75e-11	0.97
chr1-1704	chr1	54018097	54018415	+	11.9	0.731	20.000000	19.0	4.1	4.65	7.23e-08	5.51	5.17e-09	0.97
chr1-1708	chr1	58950905	58951223	+	11.9	0.783	20.000000	19.0	4.1	4.65	7.23e-08	11.34	3.03e-14	0.97
chr1-1709	chr1	59499939	59500257	+	11.9	0.731	20.000000	19.0	4.6	4.13	4.20e-07	8.38	5.41e-12	0.97
chr1-1715	chr1	87123568	87123886	+	11.9	0.750	20.000000	19.0	3.1	6.19	8.00e-10	11.12	4.25e-14	0.97
chr1-1718	chr1	89994854	89995172	+	11.9	0.679	20.000000	19.0	4.6	4.13	4.20e-07	7.32	5.20e-11	0.97
chr1-1608	chr1	93621270	93621588	+	11.9	0.679	21.000000	19.0	2.6	7.43	4.06e-11	4.22	3.02e-07	0.97
chr1-1722	chr1	93876326	93876644	+	11.9	0.818	20.000000	19.0	4.1	4.65	7.23e-08	5.67	3.27e-09	0.97
chr1-1839	chr1	96538167	96538485	+	11.9	0.783	19.000000	19.0	2.6	7.43	4.06e-11	11.34	3.03e-14	0.97
chr1-1726	chr1	99758977	99759295	+	11.9	0.826	20.000000	19.0	3.6	5.31	9.25e-09	5.56	4.45e-09	0.97
chr1-1840	chr1	107681055	107681373	+	11.9	0.696	19.000000	19.0	2.0	9.29	9.47e-13	5.36	8.06e-09	0.97
chr1-1841	chr1	109981751	109982069	+	11.9	0.652	19.000000	19.0	4.1	4.65	7.23e-08	4.16	3.74e-07	0.97
chr1-1728	chr1	109983843	109984161	+	11.9	0.704	20.000000	19.0	4.6	4.13	4.20e-07	4.22	3.02e-07	0.97
chr1-1739	chr1	149636619	149636937	+	11.9	0.714	20.000000	19.0	4.6	4.13	4.20e-07	38.57	7.24e-24	0.97
chr1-1854	chr1	161231111	161231429	+	11.9	0.864	19.000000	19.0	2.0	9.29	9.47e-13	8.15	8.76e-12	0.97
chr1-1627	chr1	168907209	168907527	+	11.9	0.720	21.000000	19.0	3.6	5.31	9.25e-09	8.90	1.97e-12	0.97
chr1-1858	chr1	171160661	171160979	+	11.9	0.900	19.000000	19.0	1.5	12.39	6.50e-15	15.22	1.70e-16	0.97
chr1-1754	chr1	172643092	172643410	+	11.9	0.621	20.000000	19.0	3.1	6.19	8.00e-10	8.26	6.90e-12	0.97
chr1-1755	chr1	175023334	175023652	+	11.9	0.692	20.000000	19.0	4.6	4.13	4.20e-07	8.38	5.41e-12	0.97
chr1-1860	chr1	178058134	178058452	+	11.9	0.857	19.000000	19.0	1.5	12.39	6.50e-15	5.67	3.27e-09	0.97
chr1-1861	chr1	180117308	180117626	+	11.9	0.708	19.000000	19.0	3.1	6.19	8.00e-10	9.48	6.67e-13	0.97
chr1-1759	chr1	181036176	181036494	+	11.9	0.909	20.000000	19.0	2.6	7.43	4.06e-11	6.50	3.67e-10	0.97
chr1-1636	chr1	183019949	183020267	+	11.9	0.909	21.000000	19.0	2.0	9.29	9.47e-13	7.71	2.19e-11	0.97
chr1-1864	chr1	183497282	183497600	+	11.9	0.850	19.000000	19.0	2.6	7.43	4.06e-11	9.64	5.03e-13	0.97
chr1-1641	chr1	204506382	204506700	+	11.9	0.826	21.000000	19.0	3.1	6.19	8.00e-10	5.56	4.45e-09	0.97
chr1-1645	chr1	206067942	206068260	+	11.9	0.875	21.000000	19.0	2.0	9.29	9.47e-13	10.52	1.12e-13	0.97
chr1-1765	chr1	211692563	211692881	+	11.9	0.905	20.000000	19.0	0.3	74.33	3.53e-29	8.76	2.55e-12	0.97
chr1-1766	chr1	213335514	213335832	+	11.9	0.952	20.000000	19.0	2.6	7.43	4.06e-11	8.63	3.29e-12	0.97
chr1-1768	chr1	219933120	219933438	+	11.9	0.905	20.000000	19.0	0.5	37.16	1.44e-23	7.51	3.40e-11	0.97
chr1-1769	chr1	223273522	223273840	+	11.9	0.760	20.000000	19.0	0.5	37.16	1.44e-23	11.34	3.03e-14	0.97
chr1-1879	chr1	227930031	227930349	+	11.9	0.773	19.000000	19.0	2.6	7.43	4.06e-11	18.08	7.81e-18	0.97
chr1-1770	chr1	230749070	230749388	+	11.9	0.875	20.000000	19.0	3.6	5.31	9.25e-09	4.86	3.62e-08	0.97
chr1-1773	chr1	235657977	235658295	+	11.9	0.810	20.000000	19.0	4.6	4.13	4.20e-07	8.90	1.97e-12	0.97
chr1-1888	chr1	240006036	240006354	+	11.9	0.864	19.000000	19.0	1.5	12.39	6.50e-15	10.91	5.92e-14	0.97
chr2-1986	chr2	3806162	3806480	+	11.9	0.762	20.000000	19.0	1.0	18.58	4.76e-18	9.18	1.16e-12	0.97
chr2-1992	chr2	11847671	11847989	+	11.9	0.917	20.000000	19.0	3.1	6.19	8.00e-10	10.33	1.54e-13	0.97
chr2-2132	chr2	15638552	15638870	+	11.9	0.783	19.000000	19.0	4.1	4.65	7.23e-08	5.21	1.24e-08	0.97
chr2-1993	chr2	16915523	16915841	+	11.9	0.833	20.000000	19.0	0.3	74.33	3.53e-29	9.33	8.81e-13	0.97
chr2-1863	chr2	28548248	28548566	+	11.9	0.792	21.000000	19.0	3.1	6.19	8.00e-10	5.26	1.07e-08	0.97
chr2-1999	chr2	33291769	33292087	+	11.9	0.818	20.000000	19.0	2.0	9.29	9.47e-13	9.97	2.81e-13	0.97
chr2-2144	chr2	37532457	37532775	+	11.9	0.773	19.000000	19.0	4.1	4.65	7.23e-08	9.18	1.16e-12	0.97
chr2-2154	chr2	46441876	46442194	+	11.9	0.680	19.000000	19.0	2.6	7.43	4.06e-11	4.16	3.74e-07	0.97
chr2-2011	chr2	47274659	47274977	+	11.9	0.571	20.000000	19.0	4.1	4.65	7.23e-08	4.74	5.30e-08	0.97
chr2-2013	chr2	48104494	48104812	+	11.9	0.731	20.000000	19.0	3.1	6.19	8.00e-10	6.22	7.48e-10	0.97
chr2-2171	chr2	65412353	65412671	+	11.9	0.783	19.000000	19.0	3.6	5.31	9.25e-09	6.22	7.48e-10	0.97
chr2-2034	chr2	74328085	74328403	+	11.9	0.818	20.000000	19.0	3.1	6.19	8.00e-10	6.57	3.05e-10	0.97
chr2-2194	chr2	101788472	101788790	+	11.9	0.760	19.000000	19.0	3.6	5.31	9.25e-09	5.41	6.96e-09	0.97
chr2-2196	chr2	102506984	102507302	+	11.9	0.818	19.000000	19.0	2.0	9.29	9.47e-13	8.15	8.76e-12	0.97
chr2-2205	chr2	112939034	112939352	+	11.9	0.826	19.000000	19.0	3.1	6.19	8.00e-10	5.96	1.47e-09	0.97
chr2-2209	chr2	114316512	114316830	+	11.9	0.800	19.000000	19.0	2.6	7.43	4.06e-11	12.05	1.05e-14	0.97
chr2-2213	chr2	128258169	128258487	+	11.9	0.864	19.000000	19.0	2.6	7.43	4.06e-11	5.21	1.24e-08	0.97
chr2-2215	chr2	140277391	140277709	+	11.9	0.905	19.000000	19.0	1.0	18.58	4.76e-18	9.48	6.67e-13	0.97
chr2-2065	chr2	141828507	141828825	+	11.9	0.783	20.000000	19.0	1.5	12.39	6.50e-15	11.81	1.51e-14	0.97
chr2-2066	chr2	144267224	144267542	+	11.9	0.810	20.000000	19.0	3.1	6.19	8.00e-10	10.33	1.54e-13	0.97
chr2-2217	chr2	146258028	146258346	+	11.9	0.950	19.000000	19.0	0.5	37.16	1.44e-23	9.48	6.67e-13	0.97
chr2-2069	chr2	149489574	149489892	+	11.9	0.857	20.000000	19.0	3.1	6.19	8.00e-10	8.76	2.55e-12	0.97
chr2-2070	chr2	151268127	151268445	+	11.9	0.773	20.000000	19.0	4.1	4.65	7.23e-08	9.80	3.77e-13	0.97
chr2-2220	chr2	152851422	152851740	+	11.9	0.652	19.000000	19.0	3.1	6.19	8.00e-10	9.64	5.03e-13	0.97
chr2-2073	chr2	154673196	154673514	+	11.9	0.905	20.000000	19.0	1.5	12.39	6.50e-15	9.48	6.67e-13	0.97
chr2-2075	chr2	158719033	158719351	+	11.9	0.720	20.000000	19.0	3.1	6.19	8.00e-10	4.70	6.00e-08	0.97
chr2-2076	chr2	159211375	159211693	+	11.9	0.739	20.000000	19.0	3.6	5.31	9.25e-09	6.50	3.67e-10	0.97
chr2-2221	chr2	160057255	160057573	+	11.9	0.900	19.000000	19.0	1.5	12.39	6.50e-15	9.18	1.16e-12	0.97
chr2-2077	chr2	161085240	161085558	+	11.9	0.909	20.000000	19.0	3.6	5.31	9.25e-09	7.61	2.73e-11	0.97
chr2-2079	chr2	167910898	167911216	+	11.9	0.750	20.000000	19.0	4.6	4.13	4.20e-07	8.38	5.41e-12	0.97
chr2-1803	chr2	168684088	168684406	+	11.9	0.769	22.000000	19.0	1.5	12.39	6.50e-15	5.96	1.47e-09	0.97
chr2-1807	chr2	170916574	170916892	+	11.9	0.840	22.000000	19.0	2.0	9.29	9.47e-13	8.38	5.41e-12	0.97
chr2-2235	chr2	176107070	176107388	+	11.9	0.900	19.000000	19.0	2.0	9.29	9.47e-13	9.48	6.67e-13	0.97
chr2-2237	chr2	177673663	177673981	+	11.9	0.720	19.000000	19.0	1.0	18.58	4.76e-18	4.94	2.79e-08	0.97
chr2-2238	chr2	178301539	178301857	+	11.9	0.760	19.000000	19.0	2.6	7.43	4.06e-11	6.73	2.10e-10	0.97
chr2-1947	chr2	184757013	184757331	+	11.9	0.692	21.000000	19.0	2.6	7.43	4.06e-11	10.91	5.92e-14	0.97
chr2-2091	chr2	188631074	188631392	+	11.9	0.760	20.000000	19.0	2.6	7.43	4.06e-11	9.33	8.81e-13	0.97
chr2-2243	chr2	190021829	190022147	+	11.9	0.769	19.000000	19.0	4.6	4.13	4.20e-07	7.51	3.40e-11	0.97
chr2-2098	chr2	205218836	205219154	+	11.9	0.833	20.000000	19.0	4.6	4.13	4.20e-07	7.42	4.21e-11	0.97
chr2-2250	chr2	205901885	205902203	+	11.9	0.708	19.000000	19.0	3.1	6.19	8.00e-10	5.31	9.30e-09	0.97
chr2-2252	chr2	207082020	207082338	+	11.9	0.800	19.000000	19.0	3.1	6.19	8.00e-10	8.76	2.55e-12	0.97
chr2-2101	chr2	208573572	208573890	+	11.9	0.818	20.000000	19.0	2.0	9.29	9.47e-13	12.58	4.99e-15	0.97
chr2-1958	chr2	215880999	215881317	+	11.9	0.769	21.000000	19.0	1.0	18.58	4.76e-18	4.74	5.30e-08	0.97
chr2-2270	chr2	223053876	223054194	+	11.9	0.870	19.000000	19.0	1.5	12.39	6.50e-15	4.90	3.18e-08	0.97
chr2-2271	chr2	223298299	223298617	+	11.9	0.833	19.000000	19.0	2.0	9.29	9.47e-13	9.18	1.16e-12	0.97
chr2-2272	chr2	227740680	227740998	+	11.9	0.818	19.000000	19.0	4.6	4.13	4.20e-07	8.90	1.97e-12	0.97
chr2-2120	chr2	234703031	234703349	+	11.9	0.760	20.000000	19.0	2.6	7.43	4.06e-11	6.09	1.05e-09	0.97
chr2-2122	chr2	235066984	235067302	+	11.9	0.783	20.000000	19.0	4.1	4.65	7.23e-08	5.51	5.17e-09	0.97
chr2-2125	chr2	236416132	236416450	+	11.9	0.800	20.000000	19.0	2.6	7.43	4.06e-11	9.97	2.81e-13	0.97
chr2-1982	chr2	240991690	240992008	+	11.9	0.864	21.000000	19.0	4.1	4.65	7.23e-08	6.22	7.48e-10	0.97
chr3-1012	chr3	10767917	10768235	+	11.9	0.818	19.000000	19.0	1.5	12.39	6.50e-15	7.61	2.73e-11	0.97
chr3-932	chr3	11089548	11089866	+	11.9	0.840	20.000000	19.0	2.0	9.29	9.47e-13	14.11	6.55e-16	0.97
chr3-1013	chr3	11115580	11115898	+	11.9	0.952	19.000000	19.0	1.0	18.58	4.76e-18	12.31	7.28e-15	0.97
chr3-934	chr3	12687948	12688266	+	11.9	0.792	20.000000	19.0	1.5	12.39	6.50e-15	11.57	2.15e-14	0.97
chr3-935	chr3	12964748	12965066	+	11.9	0.533	20.000000	19.0	4.1	4.65	7.23e-08	5.67	3.27e-09	0.97
chr3-1022	chr3	24377233	24377551	+	11.9	0.640	19.000000	19.0	2.6	7.43	4.06e-11	5.62	3.82e-09	0.97
chr3-1024	chr3	27216286	27216604	+	11.9	0.800	19.000000	19.0	1.0	18.58	4.76e-18	12.58	4.99e-15	0.97
chr3-1027	chr3	32018424	32018742	+	11.9	0.857	19.000000	19.0	2.6	7.43	4.06e-11	11.34	3.03e-14	0.97
chr3-1028	chr3	32129808	32130126	+	11.9	0.818	19.000000	19.0	2.6	7.43	4.06e-11	8.15	8.76e-12	0.97
chr3-1031	chr3	33438180	33438498	+	11.9	0.760	19.000000	19.0	2.6	7.43	4.06e-11	5.26	1.07e-08	0.97
chr3-877	chr3	37865689	37866007	+	11.9	0.800	21.000000	19.0	4.1	4.65	7.23e-08	4.78	4.67e-08	0.97
chr3-1033	chr3	42397576	42397894	+	11.9	0.818	19.000000	19.0	3.6	5.31	9.25e-09	8.15	8.76e-12	0.97
chr3-1034	chr3	43157102	43157420	+	11.9	0.875	19.000000	19.0	2.0	9.29	9.47e-13	9.80	3.77e-13	0.97
chr3-1036	chr3	47355021	47355339	+	11.9	0.727	19.000000	19.0	0.5	37.16	1.44e-23	10.52	1.12e-13	0.97
chr3-946	chr3	52088411	52088729	+	11.9	0.917	20.000000	19.0	4.6	4.13	4.20e-07	11.34	3.03e-14	0.97
chr3-948	chr3	52893707	52894025	+	11.9	0.667	20.000000	19.0	4.6	4.13	4.20e-07	7.82	1.75e-11	0.97
chr3-952	chr3	66668892	66669210	+	11.9	0.818	20.000000	19.0	3.6	5.31	9.25e-09	13.15	2.28e-15	0.97
chr3-956	chr3	72797849	72798167	+	11.9	0.800	20.000000	19.0	3.1	6.19	8.00e-10	8.90	1.97e-12	0.97
chr3-966	chr3	123976617	123976935	+	11.9	0.870	20.000000	19.0	0.5	37.16	1.44e-23	13.45	1.52e-15	0.97
chr3-967	chr3	124434962	124435280	+	11.9	0.826	20.000000	19.0	4.1	4.65	7.23e-08	13.77	1.00e-15	0.97
chr3-968	chr3	125125949	125126267	+	11.9	0.870	20.000000	19.0	2.0	9.29	9.47e-13	9.80	3.77e-13	0.97
chr3-905	chr3	125160704	125161022	+	11.9	0.640	21.000000	19.0	2.0	9.29	9.47e-13	9.33	8.81e-13	0.97
chr3-970	chr3	125603137	125603455	+	11.9	0.778	20.000000	19.0	2.6	7.43	4.06e-11	9.33	8.81e-13	0.97
chr3-1059	chr3	127565823	127566141	+	11.9	0.810	19.000000	19.0	4.1	4.65	7.23e-08	10.52	1.12e-13	0.97
chr3-908	chr3	128708034	128708352	+	11.9	0.607	21.000000	19.0	2.0	9.29	9.47e-13	8.51	4.23e-12	0.97
chr3-972	chr3	129016997	129017315	+	11.9	0.826	20.000000	19.0	3.1	6.19	8.00e-10	6.43	4.40e-10	0.97
chr3-974	chr3	129597600	129597918	+	11.9	0.692	20.000000	19.0	4.6	4.13	4.20e-07	4.10	4.62e-07	0.97
chr3-1063	chr3	129952811	129953129	+	11.9	0.762	19.000000	19.0	2.0	9.29	9.47e-13	11.34	3.03e-14	0.97
chr3-1068	chr3	137947132	137947450	+	11.9	0.950	19.000000	19.0	4.1	4.65	7.23e-08	12.31	7.28e-15	0.97
chr3-755	chr3	138349828	138350146	+	11.9	0.636	24.000000	19.0	3.1	6.19	8.00e-10	5.90	1.73e-09	0.97
chr3-980	chr3	140728491	140728809	+	11.9	0.773	20.000000	19.0	3.6	5.31	9.25e-09	7.82	1.75e-11	0.97
chr3-990	chr3	169519766	169520084	+	11.9	0.909	20.000000	19.0	2.0	9.29	9.47e-13	15.22	1.70e-16	0.97
chr3-1075	chr3	172057992	172058310	+	11.9	0.739	19.000000	19.0	3.6	5.31	9.25e-09	5.46	6.01e-09	0.97
chr3-1076	chr3	172619976	172620294	+	11.9	0.810	19.000000	19.0	2.6	7.43	4.06e-11	4.59	8.65e-08	0.97
chr3-1078	chr3	177787312	177787630	+	11.9	0.643	19.000000	19.0	2.0	9.29	9.47e-13	12.05	1.05e-14	0.97
chr3-994	chr3	179047669	179047987	+	11.9	0.826	20.000000	19.0	2.0	9.29	9.47e-13	12.05	1.05e-14	0.97
chr3-921	chr3	188223947	188224265	+	11.9	0.750	21.000000	19.0	2.6	7.43	4.06e-11	6.73	2.10e-10	0.97
chr3-1003	chr3	193927820	193928138	+	11.9	0.864	20.000000	19.0	2.0	9.29	9.47e-13	10.52	1.12e-13	0.97
chr4-605	chr4	1399399	1399717	+	11.9	0.857	19.000000	19.0	1.5	12.39	6.50e-15	26.29	8.32e-21	0.97
chr4-606	chr4	1856145	1856463	+	11.9	0.727	19.000000	19.0	3.6	5.31	9.25e-09	6.09	1.05e-09	0.97
chr4-562	chr4	2457414	2457732	+	11.9	0.696	20.000000	19.0	3.1	6.19	8.00e-10	12.05	1.05e-14	0.97
chr4-534	chr4	2954938	2955256	+	11.9	0.826	21.000000	19.0	4.6	4.13	4.20e-07	8.26	6.90e-12	0.97
chr4-611	chr4	4680802	4681120	+	11.9	0.667	19.000000	19.0	1.0	18.58	4.76e-18	6.65	2.53e-10	0.97
chr4-563	chr4	5078045	5078363	+	11.9	0.909	20.000000	19.0	2.0	9.29	9.47e-13	10.15	2.08e-13	0.97
chr4-567	chr4	7140165	7140483	+	11.9	0.864	20.000000	19.0	2.0	9.29	9.47e-13	8.26	6.90e-12	0.97
chr4-536	chr4	7894546	7894864	+	11.9	0.643	21.000000	19.0	4.1	4.65	7.23e-08	9.04	1.51e-12	0.97
chr4-571	chr4	13484317	13484635	+	11.9	0.692	20.000000	19.0	2.0	9.29	9.47e-13	8.76	2.55e-12	0.97
chr4-539	chr4	25439980	25440298	+	11.9	0.909	21.000000	19.0	3.1	6.19	8.00e-10	13.77	1.00e-15	0.97
chr4-574	chr4	26815918	26816236	+	11.9	0.783	20.000000	19.0	2.6	7.43	4.06e-11	12.05	1.05e-14	0.97
chr4-622	chr4	37266387	37266705	+	11.9	0.857	19.000000	19.0	1.0	18.58	4.76e-18	14.83	2.69e-16	0.97
chr4-624	chr4	37603059	37603377	+	11.9	0.727	19.000000	19.0	3.1	6.19	8.00e-10	7.92	1.40e-11	0.97
chr4-625	chr4	38069257	38069575	+	11.9	0.857	19.000000	19.0	2.0	9.29	9.47e-13	6.15	8.88e-10	0.97
chr4-576	chr4	38894315	38894633	+	11.9	0.708	20.000000	19.0	3.6	5.31	9.25e-09	9.64	5.03e-13	0.97
chr4-542	chr4	54784143	54784461	+	11.9	0.885	21.000000	19.0	1.0	18.58	4.76e-18	11.12	4.25e-14	0.97
chr4-631	chr4	55545901	55546219	+	11.9	0.696	19.000000	19.0	2.0	9.29	9.47e-13	6.89	1.43e-10	0.97
chr4-578	chr4	56129455	56129773	+	11.9	0.800	20.000000	19.0	4.1	4.65	7.23e-08	10.15	2.08e-13	0.97
chr4-580	chr4	76830904	76831222	+	11.9	0.680	20.000000	19.0	4.1	4.65	7.23e-08	10.71	8.19e-14	0.97
chr4-634	chr4	77701097	77701415	+	11.9	0.950	19.000000	19.0	2.6	7.43	4.06e-11	11.57	2.15e-14	0.97
chr4-546	chr4	83361521	83361839	+	11.9	0.645	21.000000	19.0	3.1	6.19	8.00e-10	5.51	5.17e-09	0.97
chr4-584	chr4	87722034	87722352	+	11.9	0.826	20.000000	19.0	0.5	37.16	1.44e-23	13.77	1.00e-15	0.97
chr4-638	chr4	88539515	88539833	+	11.9	0.810	19.000000	19.0	2.0	9.29	9.47e-13	19.28	2.32e-18	0.97
chr4-586	chr4	104899893	104900211	+	11.9	0.875	20.000000	19.0	4.6	4.13	4.20e-07	12.58	4.99e-15	0.97
chr4-589	chr4	114312373	114312691	+	11.9	0.909	20.000000	19.0	2.0	9.29	9.47e-13	20.66	6.67e-19	0.97
chr4-555	chr4	135054151	135054469	+	11.9	0.870	21.000000	19.0	0.5	37.16	1.44e-23	16.53	3.90e-17	0.97
chr4-590	chr4	138366638	138366956	+	11.9	0.727	20.000000	19.0	2.0	9.29	9.47e-13	11.12	4.25e-14	0.97
chr4-647	chr4	146049950	146050268	+	11.9	0.905	19.000000	19.0	3.6	5.31	9.25e-09	26.29	8.32e-21	0.97
chr4-649	chr4	148295707	148296025	+	11.9	0.850	19.000000	19.0	3.6	5.31	9.25e-09	13.15	2.28e-15	0.97
chr4-651	chr4	153223927	153224245	+	11.9	0.900	19.000000	19.0	4.1	4.65	7.23e-08	9.80	3.77e-13	0.97
chr4-596	chr4	164439088	164439406	+	11.9	0.870	20.000000	19.0	2.0	9.29	9.47e-13	16.07	6.46e-17	0.97
chr4-602	chr4	184306796	184307114	+	11.9	0.880	20.000000	19.0	4.6	4.13	4.20e-07	7.92	1.40e-11	0.97
chr4-656	chr4	184439740	184440058	+	11.9	0.652	19.000000	19.0	3.6	5.31	9.25e-09	7.92	1.40e-11	0.97
chr4-657	chr4	185472180	185472498	+	11.9	0.950	19.000000	19.0	2.6	7.43	4.06e-11	11.81	1.51e-14	0.97
chr5-768	chr5	475097	475415	+	11.9	0.857	20.000000	19.0	4.1	4.65	7.23e-08	8.76	2.55e-12	0.97
chr5-769	chr5	856508	856826	+	11.9	0.833	20.000000	19.0	3.6	5.31	9.25e-09	13.77	1.00e-15	0.97
chr5-770	chr5	1837372	1837690	+	11.9	0.905	20.000000	19.0	3.6	5.31	9.25e-09	7.51	3.40e-11	0.97
chr5-771	chr5	1865150	1865468	+	11.9	0.826	20.000000	19.0	3.1	6.19	8.00e-10	7.71	2.19e-11	0.97
chr5-724	chr5	2223375	2223693	+	11.9	0.840	21.000000	19.0	1.0	18.58	4.76e-18	18.66	4.41e-18	0.97
